,Sender,Titel,Genre,Sparte,Wochentag,Datum,Sendungsanfang,Sendungslänge,Sendungende
3814,3SAT,Pfarrer Braun: Braun unter Verdacht  D 2007,TV-Krimiposse,Spielfilm,Sa,01.08.,2020-01-08 17:30:00,0 days 01:30:00.000000000,2020-01-08 19:00:00
3815,ARTE,Arte Reportage  F,Politmagazin,Report,Sa,01.08.,2020-01-08 17:30:00,0 days 00:50:00.000000000,2020-01-08 18:20:00
3816,SIXX,New Girl  USA 2016,Sitcom,Serie,Sa,01.08.,2020-01-08 17:30:00,0 days 00:25:00.000000000,2020-01-08 17:55:00
3817,ZDF,plan b: Vielfalt säen  D 2020,Doku,Report,Sa,01.08.,2020-01-08 17:35:00,0 days 00:30:00.000000000,2020-01-08 18:05:00
3818,2NEO,Die glorreichen 10  D 2018,Dokureihe,Report,Sa,01.08.,2020-01-08 17:35:00,0 days 00:45:00.000000000,2020-01-08 18:20:00
3819,RTL-N,Drehkreuz des Drogenschmuggels  Bras.,Dokureihe,Report,Sa,01.08.,2020-01-08 17:40:00,0 days 00:45:00.000000000,2020-01-08 18:25:00
3820,PRO7M,Shipping Wars – Die Transporter  USA 2013,Dokuserie,Report,Sa,01.08.,2020-01-08 17:40:00,0 days 00:20:00.000000000,2020-01-08 18:00:00
3821,RTLPL,Das Strafgericht  D,Gerichtsshow,Unterhaltung,Sa,01.08.,2020-01-08 17:40:00,0 days 00:55:00.000000000,2020-01-08 18:35:00
3822,CC,American Dad  USA 2012,Zeichentrickserie,Serie,Sa,01.08.,2020-01-08 17:43:00,0 days 00:27:00.000000000,2020-01-08 18:10:00
3823,RTL,Best of...!  D,Clip-Potpourri,Unterhaltung,Sa,01.08.,2020-01-08 17:45:00,0 days 01:00:00.000000000,2020-01-08 18:45:00
3824,SIXX,New Girl  USA 2017,Sitcom,Serie,Sa,01.08.,2020-01-08 17:55:00,0 days 00:30:00.000000000,2020-01-08 18:25:00
3825,ARD,Tagesschau  D,Nachrichten,,Sa,01.08.,2020-01-08 18:00:00,0 days 00:15:00.000000000,2020-01-08 18:15:00
3826,SAT1,Auf Streife – Die Spezialisten  D,Dokusoap,Unterhaltung,Sa,01.08.,2020-01-08 18:00:00,0 days 01:00:00.000000000,2020-01-08 19:00:00
3827,PRO7,Newstime,Nachrichten,,Sa,01.08.,2020-01-08 18:00:00,0 days 00:10:00.000000000,2020-01-08 18:10:00
3828,VOX,hundkatzemaus  D,Tiermagazin,Report,Sa,01.08.,2020-01-08 18:00:00,0 days 01:10:00.000000000,2020-01-08 19:10:00
3829,FES,Plötzlich Türke  D 2016,Komödie,Spielfilm,Sa,01.08.,2020-01-08 18:00:00,0 days 01:25:00.000000000,2020-01-08 19:25:00
3830,SERVU,Servus Nachrichten 18:00  A,Nachrichten,,Sa,01.08.,2020-01-08 18:00:00,0 days 00:05:00.000000000,2020-01-08 18:05:00
3831,PRO7M,Shipping Wars – Die Transporter  USA 2013,Dokuserie,Report,Sa,01.08.,2020-01-08 18:00:00,0 days 00:30:00.000000000,2020-01-08 18:30:00
3832,ZDF,SOKO Wien  A/D 2016,Krimiserie,Serie,Sa,01.08.,2020-01-08 18:05:00,0 days 00:55:00.000000000,2020-01-08 19:00:00
3833,SERVU,Mit Mut und Motorsäge – Die Wipfelstürmer  A 2017,Doku,Report,Sa,01.08.,2020-01-08 18:05:00,0 days 00:05:00.000000000,2020-01-08 18:10:00
3834,SAT1G,Diagnose: Mord  USA 1999,Krimiserie,Serie,Sa,01.08.,2020-01-08 18:05:00,0 days 00:50:00.000000000,2020-01-08 18:55:00
3835,PRO7,Die Simpsons  USA 2010,Zeichentrickserie,Serie,Sa,01.08.,2020-01-08 18:10:00,0 days 00:30:00.000000000,2020-01-08 18:40:00
3836,SERVU,T-Rex: Das wahre Biest hinter der Legende  Kan./GB 2018,Doku,Report,Sa,01.08.,2020-01-08 18:10:00,0 days 01:00:00.000000000,2020-01-08 19:10:00
3837,CC,American Dad  USA 2006,Zeichentrickserie,Serie,Sa,01.08.,2020-01-08 18:10:00,0 days 00:28:00.000000000,2020-01-08 18:38:00
3838,ARD,Gefragt – Gejagt  D,Rateshow,Unterhaltung,Sa,01.08.,2020-01-08 18:15:00,0 days 00:50:00.000000000,2020-01-08 19:05:00
3839,RTL2,Zuhause im Glück – Unser Einzug in ein neues Leben  D,Dokusoap,Unterhaltung,Sa,01.08.,2020-01-08 18:15:00,0 days 02:00:00.000000000,2020-01-08 20:15:00
3840,DMAX,Die Aquarium-Profis  USA,Doku,Unterhaltung,Sa,01.08.,2020-01-08 18:15:00,0 days 01:00:00.000000000,2020-01-08 19:15:00
3841,TELE5,Sea Patrol  AUS 2010,Actionserie,Serie,Sa,01.08.,2020-01-08 18:20:00,0 days 01:00:00.000000000,2020-01-08 19:20:00
3842,ARTE,GEO Reportage  D 2012,Reportage,Report,Sa,01.08.,2020-01-08 18:20:00,0 days 00:50:00.000000000,2020-01-08 19:10:00
3843,2NEO,Sketch History  D/Ung.,Sketchcomedy,Unterhaltung,Sa,01.08.,2020-01-08 18:20:00,0 days 00:25:00.000000000,2020-01-08 18:45:00
3844,K1,Scorpion  USA 2015,Krimiserie,Serie,Sa,01.08.,2020-01-08 18:25:00,0 days 00:50:00.000000000,2020-01-08 19:15:00
3845,RTL-N,Das A-Team  USA 1983,Actionserie,Serie,Sa,01.08.,2020-01-08 18:25:00,0 days 00:50:00.000000000,2020-01-08 19:15:00
3846,SIXX,Sailor Moon  Jap. 1992,Zeichentrickserie,Kinder  ab 8 Jahren,Sa,01.08.,2020-01-08 18:25:00,0 days 00:25:00.000000000,2020-01-08 18:50:00
3847,PRO7M,In Teufels Küche mit Gordon Ramsay  GB 2014,Kochreportage,Unterhaltung,Sa,01.08.,2020-01-08 18:30:00,0 days 00:50:00.000000000,2020-01-08 19:20:00
3848,RTLPL,Das Strafgericht  D,Gerichtsshow,Unterhaltung,Sa,01.08.,2020-01-08 18:35:00,0 days 00:50:00.000000000,2020-01-08 19:25:00
3849,CC,American Dad  USA 2007,Zeichentrickserie,Serie,Sa,01.08.,2020-01-08 18:38:00,0 days 00:27:00.000000000,2020-01-08 19:05:00
3850,PRO7,Die Simpsons  USA 2010,Zeichentrickserie,Serie,Sa,01.08.,2020-01-08 18:40:00,0 days 00:25:00.000000000,2020-01-08 19:05:00
3851,RTL,RTL Aktuell,Nachrichten,,Sa,01.08.,2020-01-08 18:45:00,0 days 00:18:00.000000000,2020-01-08 19:03:00
3852,2NEO,"Stadt, Land, Lecker  D",Kochduell,Unterhaltung,Sa,01.08.,2020-01-08 18:45:00,0 days 00:45:00.000000000,2020-01-08 19:30:00
3853,SIXX,Sailor Moon  Jap. 1992,Zeichentrickserie,Kinder  ab 8 Jahren,Sa,01.08.,2020-01-08 18:50:00,0 days 00:30:00.000000000,2020-01-08 19:20:00
3854,SAT1G,Columbo: Blumen des Bösen  USA 1972,TV-Krimi,Spielfilm,Sa,01.08.,2020-01-08 18:55:00,0 days 01:20:00.000000000,2020-01-08 20:15:00
3855,ZDF,heute,,,Sa,01.08.,2020-01-08 19:00:00,0 days 00:20:00.000000000,2020-01-08 19:20:00
3856,SAT1,Grenzenlos – Die Welt entdecken  D,Reisemagazin,Unterhaltung,Sa,01.08.,2020-01-08 19:00:00,0 days 00:55:00.000000000,2020-01-08 19:55:00
3857,3SAT,heute,,,Sa,01.08.,2020-01-08 19:00:00,0 days 00:20:00.000000000,2020-01-08 19:20:00
3858,RTL,RTL Aktuell – Das Wetter,Wetterbericht,,Sa,01.08.,2020-01-08 19:03:00,0 days 00:02:00.000000000,2020-01-08 19:05:00
3859,ARD,Gefragt – Gejagt  D,Rateshow,Unterhaltung,Sa,01.08.,2020-01-08 19:05:00,0 days 00:45:00.000000000,2020-01-08 19:50:00
3860,RTL,"Life – Menschen, Momente, Geschichten  D",Magazin,Unterhaltung,Sa,01.08.,2020-01-08 19:05:00,0 days 01:10:00.000000000,2020-01-08 20:15:00
3861,PRO7,Galileo  D,Wissensmagazin,Report,Sa,01.08.,2020-01-08 19:05:00,0 days 01:10:00.000000000,2020-01-08 20:15:00
3862,CC,American Dad  USA 2013,Zeichentrickserie,Serie,Sa,01.08.,2020-01-08 19:05:00,0 days 00:28:00.000000000,2020-01-08 19:33:00
3863,VOX,Martin Rütters Helden auf vier Pfoten  D,Dokusoap,Report,Sa,01.08.,2020-01-08 19:10:00,0 days 01:05:00.000000000,2020-01-08 20:15:00
3864,ARTE,Arte Journal  F/D,Nachrichten,Report,Sa,01.08.,2020-01-08 19:10:00,0 days 00:20:00.000000000,2020-01-08 19:30:00
3865,SERVU,Terra Mater – Australien,Doku,Report,Sa,01.08.,2020-01-08 19:10:00,0 days 01:00:00.000000000,2020-01-08 20:10:00
3866,K1,Scorpion  USA 2015,Krimiserie,Serie,Sa,01.08.,2020-01-08 19:15:00,0 days 01:00:00.000000000,2020-01-08 20:15:00
3867,RTL-N,Das A-Team  USA 1983,Actionserie,Serie,Sa,01.08.,2020-01-08 19:15:00,0 days 01:00:00.000000000,2020-01-08 20:15:00
3868,DMAX,Die Baumhaus-Profis  USA,Dokusoap,Unterhaltung,Sa,01.08.,2020-01-08 19:15:00,0 days 01:00:00.000000000,2020-01-08 20:15:00
3869,ZDF,Wetter,Wetterbericht,,Sa,01.08.,2020-01-08 19:20:00,0 days 00:05:00.000000000,2020-01-08 19:25:00
3870,TELE5,Sea Patrol  AUS 2010,Actionserie,Serie,Sa,01.08.,2020-01-08 19:20:00,0 days 00:55:00.000000000,2020-01-08 20:15:00
3871,3SAT,Festspielstädte und die Krise – Bayreuth und Salzburg in Corona-Zeiten  A/D 2020,Dokumentation,Report,Sa,01.08.,2020-01-08 19:20:00,0 days 00:40:00.000000000,2020-01-08 20:00:00
3872,SIXX,Sailor Moon  Jap. 1992,Zeichentrickserie,Kinder  ab 8 Jahren,Sa,01.08.,2020-01-08 19:20:00,0 days 00:25:00.000000000,2020-01-08 19:45:00
3873,PRO7M,In Teufels Küche mit Gordon Ramsay  GB 2004,Kochdoku,Unterhaltung,Sa,01.08.,2020-01-08 19:20:00,0 days 00:55:00.000000000,2020-01-08 20:15:00
3874,ZDF,Der Bergdoktor  A/D 2016,Familienserie,Serie,Sa,01.08.,2020-01-08 19:25:00,0 days 00:50:00.000000000,2020-01-08 20:15:00
3875,FES,Brisant,Boulevardmagazin,Unterhaltung,Sa,01.08.,2020-01-08 19:25:00,0 days 00:50:00.000000000,2020-01-08 20:15:00
3876,RTLPL,Das Strafgericht  D,Gerichtsshow,Unterhaltung,Sa,01.08.,2020-01-08 19:25:00,0 days 00:50:00.000000000,2020-01-08 20:15:00
3877,ARTE,Der Teppichhändler von Isfahan  D 2018,Doku,Report,Sa,01.08.,2020-01-08 19:30:00,0 days 00:45:00.000000000,2020-01-08 20:15:00
3878,2NEO,Dinner Date  D,Dateshow,Unterhaltung,Sa,01.08.,2020-01-08 19:30:00,0 days 00:45:00.000000000,2020-01-08 20:15:00
3879,CC,Bob's Burgers  USA 2016,Comedyserie,Serie,Sa,01.08.,2020-01-08 19:33:00,0 days 00:27:00.000000000,2020-01-08 20:00:00
3880,SIXX,Sailor Moon  Jap. 1992,Zeichentrickserie,Kinder  ab 8 Jahren,Sa,01.08.,2020-01-08 19:45:00,0 days 00:30:00.000000000,2020-01-08 20:15:00
3881,ARD,Wetter vor acht,Wetterbericht,,Sa,01.08.,2020-01-08 19:50:00,0 days 00:07:00.000000000,2020-01-08 19:57:00
3882,SAT1,SAT.1 Nachrichten  D,Nachrichten,,Sa,01.08.,2020-01-08 19:55:00,0 days 00:20:00.000000000,2020-01-08 20:15:00
3883,ARD,Lotto am Samstag,Gewinnspiel,Unterhaltung,Sa,01.08.,2020-01-08 19:57:00,0 days 00:03:00.000000000,2020-01-08 20:00:00
3884,ARD,Tagesschau  D,Nachrichten,,Sa,01.08.,2020-01-08 20:00:00,0 days 00:15:00.000000000,2020-01-08 20:15:00
3885,3SAT,Tagesschau  D,Nachrichten,,Sa,01.08.,2020-01-08 20:00:00,0 days 00:15:00.000000000,2020-01-08 20:15:00
3886,CC,Bob's Burgers  USA 2018,Comedyserie,Serie,Sa,01.08.,2020-01-08 20:00:00,0 days 00:25:00.000000000,2020-01-08 20:25:00
3887,SERVU,Servus Wetter  A,Wetterbericht,Report,Sa,01.08.,2020-01-08 20:10:00,0 days 00:05:00.000000000,2020-01-08 20:15:00
3888,ARD,"Einmal Sohn, immer Sohn  D 2018",TV-Komödie,Spielfilm,Sa,01.08.,2020-01-08 20:15:00,0 days 01:30:00.000000000,2020-01-08 21:45:00
3889,ZDF,Stralsund: Das Phantom  D 2018,TV-Krimi,Spielfilm,Sa,01.08.,2020-01-08 20:15:00,0 days 01:30:00.000000000,2020-01-08 21:45:00
3890,RTL,Sascha Grammel live! Ich find's lustig  D,Comedy,Unterhaltung,Sa,01.08.,2020-01-08 20:15:00,0 days 01:35:00.000000000,2020-01-08 21:50:00
3891,SAT1,Men in Black 3  USA 2012,Sci-Fi-Komödie,Spielfilm,Sa,01.08.,2020-01-08 20:15:00,0 days 02:10:00.000000000,2020-01-08 22:25:00
3892,PRO7,Blind Side – Die große Chance  USA 2009,Drama,Spielfilm,Sa,01.08.,2020-01-08 20:15:00,0 days 02:35:00.000000000,2020-01-08 22:50:00
3893,K1,Hawaii Five-0  USA 2016,Krimiserie,Serie,Sa,01.08.,2020-01-08 20:15:00,0 days 01:00:00.000000000,2020-01-08 21:15:00
3894,RTL2,Dickes Deutschland – Unser Leben mit Übergewicht  D,Dokusoap,Unterhaltung,Sa,01.08.,2020-01-08 20:15:00,0 days 02:00:00.000000000,2020-01-08 22:15:00
3895,VOX,Ich bin besonders – Mein Leben mit dem Down-Syndrom  D 2020,Dokumentation,Report,Sa,01.08.,2020-01-08 20:15:00,0 days 04:25:00.000000000,2020-01-09 00:40:00
3896,TELE5,The Crew – Inferno am Himmel  Russl. 2018,Katastrophenmelo,Spielfilm,Sa,01.08.,2020-01-08 20:15:00,0 days 02:05:00.000000000,2020-01-08 22:20:00
3897,3SAT,Judas Priest: 30 Years of British Steel – Live in Hollywood  USA 2009,Konzert,Unterhaltung,Sa,01.08.,2020-01-08 20:15:00,0 days 01:15:00.000000000,2020-01-08 21:30:00
3898,ARTE,"Amsterdam, London, New York: Welt-Städte  F 2017",Dokureihe,Report,Sa,01.08.,2020-01-08 20:15:00,0 days 00:50:00.000000000,2020-01-08 21:05:00
3899,2NEO,Chuck und Larry – Wie Feuer und Flamme  USA 2007,Komödie,Spielfilm,Sa,01.08.,2020-01-08 20:15:00,0 days 01:45:00.000000000,2020-01-08 22:00:00
3900,FES,Blind ermittelt – Die toten Mädchen von Wien  A/D 2018,TV-Krimi,Spielfilm,Sa,01.08.,2020-01-08 20:15:00,0 days 01:30:00.000000000,2020-01-08 21:45:00
3901,SERVU,Sterben für Anfänger  GB/USA/D 2007,Schwarze Komödie,Spielfilm,Sa,01.08.,2020-01-08 20:15:00,0 days 01:45:00.000000000,2020-01-08 22:00:00
3902,RTL-N,Medical Detectives – Geheimnisse der Gerichtsmedizin  USA 1996/2005,Doku,Report,Sa,01.08.,2020-01-08 20:15:00,0 days 00:45:00.000000000,2020-01-08 21:00:00
3903,DMAX,Steel Buddies – Stahlharte Geschäfte  D,Doku,Unterhaltung,Sa,01.08.,2020-01-08 20:15:00,0 days 01:00:00.000000000,2020-01-08 21:15:00
3904,SIXX,"Fixer Upper – Umbauen, einrichten, einziehen!  USA 2016",Doku,Report,Sa,01.08.,2020-01-08 20:15:00,0 days 00:55:00.000000000,2020-01-08 21:10:00
3905,SAT1G,Im Brautkleid durch Afrika  D/Südafr. 2010,TV-Abenteuerkomödie,Spielfilm,Sa,01.08.,2020-01-08 20:15:00,0 days 01:45:00.000000000,2020-01-08 22:00:00
3906,PRO7M,In Teufels Küche mit Gordon Ramsay  USA 2011,Koch-Dokusoap,Unterhaltung,Sa,01.08.,2020-01-08 20:15:00,0 days 00:55:00.000000000,2020-01-08 21:10:00
3907,RTLPL,Im Namen des Gesetzes  D 1996,Polizeiserie,Serie,Sa,01.08.,2020-01-08 20:15:00,0 days 00:50:00.000000000,2020-01-08 21:05:00
3908,CC,South Park  USA 2002,Zeichentrickserie,Serie,Sa,01.08.,2020-01-08 20:25:00,0 days 00:27:00.000000000,2020-01-08 20:52:00
3909,CC,South Park  USA 2005,Zeichentrickserie,Serie,Sa,01.08.,2020-01-08 20:52:00,0 days 00:26:00.000000000,2020-01-08 21:18:00
3910,RTL-N,Anwälte der Toten – Rechtsmediziner decken auf  D,Doku-Fiktion,Report,Sa,01.08.,2020-01-08 21:00:00,0 days 01:00:00.000000000,2020-01-08 22:00:00
3911,ARTE,"Amsterdam, London, New York: Welt-Städte  F 2017",Dokureihe,Report,Sa,01.08.,2020-01-08 21:05:00,0 days 00:55:00.000000000,2020-01-08 22:00:00
3912,RTLPL,Im Namen des Gesetzes  D 1996,Polizeiserie,Serie,Sa,01.08.,2020-01-08 21:05:00,0 days 00:55:00.000000000,2020-01-08 22:00:00
3913,SIXX,"Fixer Upper – Umbauen, einrichten, einziehen!  USA 2016",Doku,Report,Sa,01.08.,2020-01-08 21:10:00,0 days 01:00:00.000000000,2020-01-08 22:10:00
3914,PRO7M,Hotel Hell mit Gordon Ramsay  GB,Kochdokusoap,Unterhaltung,Sa,01.08.,2020-01-08 21:10:00,0 days 00:55:00.000000000,2020-01-08 22:05:00
3915,K1,Hawaii Five-0  USA 2016,Krimiserie,Serie,Sa,01.08.,2020-01-08 21:15:00,0 days 01:00:00.000000000,2020-01-08 22:15:00
3916,DMAX,Steel Buddies – Stahlharte Geschäfte  D,Doku,Unterhaltung,Sa,01.08.,2020-01-08 21:15:00,0 days 01:00:00.000000000,2020-01-08 22:15:00
3917,CC,South Park  USA 2007,Zeichentrick,Serie,Sa,01.08.,2020-01-08 21:18:00,0 days 00:24:00.000000000,2020-01-08 21:42:00
3918,3SAT,Korn: Live at Montreux  CH 2004,Konzert,Unterhaltung,Sa,01.08.,2020-01-08 21:30:00,0 days 01:00:00.000000000,2020-01-08 22:30:00
3919,CC,South Park  USA 2007,Zeichentrickserie,Serie,Sa,01.08.,2020-01-08 21:42:00,0 days 00:24:00.000000000,2020-01-08 22:06:00
3920,ARD,Der Nesthocker  D 2018,TV-Komödie,Spielfilm,Sa,01.08.,2020-01-08 21:45:00,0 days 01:30:00.000000000,2020-01-08 23:15:00
3921,ZDF,Die Chefin  D/A/CH 2013,Krimiserie,Serie,Sa,01.08.,2020-01-08 21:45:00,0 days 01:00:00.000000000,2020-01-08 22:45:00
3922,FES,Vier Minuten  D 2007,Knastdrama,Spielfilm,Sa,01.08.,2020-01-08 21:45:00,0 days 01:45:00.000000000,2020-01-08 23:30:00
3923,RTL,Martin Rütter live! Freispruch  D 2018,Comedyshow,Unterhaltung,Sa,01.08.,2020-01-08 21:50:00,0 days 01:55:00.000000000,2020-01-08 23:45:00
3924,ARTE,Istanbul bebt  Türk./D 2020,Dokumentation,Report,Sa,01.08.,2020-01-08 22:00:00,0 days 00:55:00.000000000,2020-01-08 22:55:00
3925,2NEO,"Internal Affairs – Trau ihm, er ist ein Cop  USA 1990",Thriller,Spielfilm,Sa,01.08.,2020-01-08 22:00:00,0 days 01:45:00.000000000,2020-01-08 23:45:00
3926,SERVU,10x10  USA 2018,Thriller,Spielfilm,Sa,01.08.,2020-01-08 22:00:00,0 days 01:35:00.000000000,2020-01-08 23:35:00
3927,RTL-N,Born To Kill – Als Mörder geboren?  GB 2009,Doku,Report,Sa,01.08.,2020-01-08 22:00:00,0 days 00:55:00.000000000,2020-01-08 22:55:00
3928,SAT1G,"Küss mich, wenn es Liebe ist  D 2008",TV-Romanze,Spielfilm,Sa,01.08.,2020-01-08 22:00:00,0 days 01:50:00.000000000,2020-01-08 23:50:00
3929,RTLPL,Law & Order  USA 2009,Krimiserie,Serie,Sa,01.08.,2020-01-08 22:00:00,0 days 00:45:00.000000000,2020-01-08 22:45:00
3930,PRO7M,WWE Smackdown,Wrestling,Sport,Sa,01.08.,2020-01-08 22:05:00,0 days 01:45:00.000000000,2020-01-08 23:50:00
3931,CC,Drawn Together  USA 2006,Zeichentrickserie,Serie,Sa,01.08.,2020-01-08 22:06:00,0 days 00:29:00.000000000,2020-01-08 22:35:00
3932,SIXX,"Fixer Upper – Umbauen, einrichten, einziehen!  USA 2016",Doku,Report,Sa,01.08.,2020-01-08 22:10:00,0 days 00:55:00.000000000,2020-01-08 23:05:00
3933,K1,Hawaii Five-0  USA 2018,Krimiserie,Serie,Sa,01.08.,2020-01-08 22:15:00,0 days 01:00:00.000000000,2020-01-08 23:15:00
3934,RTL2,Dickes Deutschland – Unser Leben mit Übergewicht  D,Dokusoap,Report,Sa,01.08.,2020-01-08 22:15:00,0 days 02:00:00.000000000,2020-01-09 00:15:00
3935,DMAX,Barbecue Kings – Grillen um die Welt  D,Dokusoap,Unterhaltung,Sa,01.08.,2020-01-08 22:15:00,0 days 01:00:00.000000000,2020-01-08 23:15:00
3936,TELE5,Survival Game  Russl. 2016,Sci-Fi-Action,Spielfilm,Sa,01.08.,2020-01-08 22:20:00,0 days 01:55:00.000000000,2020-01-09 00:15:00
3937,SAT1,Maze Runner – Die Auserwählten in der Brandwüste  USA 2015,Sci-Fi-Jugendabenteuer,Spielfilm,Sa,01.08.,2020-01-08 22:25:00,0 days 02:25:00.000000000,2020-01-09 00:50:00
3938,3SAT,Slipknot: Day of the Gusano  Mex. 2015,Konzert,Unterhaltung,Sa,01.08.,2020-01-08 22:30:00,0 days 01:15:00.000000000,2020-01-08 23:45:00
3939,CC,Drawn Together  USA 2006,Zeichentrickserie,Serie,Sa,01.08.,2020-01-08 22:35:00,0 days 00:27:00.000000000,2020-01-08 23:02:00
3940,ZDF,heute journal,Nachrichten,,Sa,01.08.,2020-01-08 22:45:00,0 days 00:15:00.000000000,2020-01-08 23:00:00
3941,RTLPL,Law & Order  USA 2009,Krimiserie,Serie,Sa,01.08.,2020-01-08 22:45:00,0 days 00:45:00.000000000,2020-01-08 23:30:00
3942,PRO7,Gravity  USA 2013,Weltraumthriller,Spielfilm,Sa,01.08.,2020-01-08 22:50:00,0 days 01:40:00.000000000,2020-01-09 00:30:00
3943,ARTE,Ein Tsunami auf dem Genfer See  F/CH 2018,Doku,Report,Sa,01.08.,2020-01-08 22:55:00,0 days 00:55:00.000000000,2020-01-08 23:50:00
3944,RTL-N,Born To Kill – Als Mörder geboren?  GB 2009,Doku,Report,Sa,01.08.,2020-01-08 22:55:00,0 days 00:50:00.000000000,2020-01-08 23:45:00
3945,ZDF,True Story – Spiel um Macht  USA 2015,Psychodrama,Spielfilm,Sa,01.08.,2020-01-08 23:00:00,0 days 01:30:00.000000000,2020-01-09 00:30:00
3946,CC,Drawn Together  USA 2006,Zeichentrickserie,Serie,Sa,01.08.,2020-01-08 23:02:00,0 days 00:25:00.000000000,2020-01-08 23:27:00
3947,SIXX,Das Böse im Blick – Augenzeuge Kamera  GB/Kan. 2018,Dokuserie,Report,Sa,01.08.,2020-01-08 23:05:00,0 days 00:55:00.000000000,2020-01-09 00:00:00
3948,ARD,Tagesthemen,Nachrichten,Report,Sa,01.08.,2020-01-08 23:15:00,0 days 00:20:00.000000000,2020-01-08 23:35:00
3949,K1,Bosch  USA 2015,Krimiserie,Serie,Sa,01.08.,2020-01-08 23:15:00,0 days 00:50:00.000000000,2020-01-09 00:05:00
3950,DMAX,BBQ Battle – Die Grillmeister  USA,Dokuserie,Serie,Sa,01.08.,2020-01-08 23:15:00,0 days 01:00:00.000000000,2020-01-09 00:15:00
3951,CC,Ugly Americans  USA 2010,Zeichentrickserie,Serie,Sa,01.08.,2020-01-08 23:27:00,0 days 00:26:00.000000000,2020-01-08 23:53:00
3952,FES,Über uns das All  D 2011,Psychodrama,Spielfilm,Sa,01.08.,2020-01-08 23:30:00,0 days 01:25:00.000000000,2020-01-09 00:55:00
3953,RTLPL,Law & Order  USA 2009,Krimiserie,Serie,Sa,01.08.,2020-01-08 23:30:00,0 days 00:50:00.000000000,2020-01-09 00:20:00
3954,ARD,Das Wort zum Sonntag,Gottesdienst,Report,Sa,01.08.,2020-01-08 23:35:00,0 days 00:05:00.000000000,2020-01-08 23:40:00
3955,SERVU,Sterben für Anfänger  GB/USA/D 2007,Schwarze Komödie,Spielfilm,Sa,01.08.,2020-01-08 23:35:00,0 days 01:25:00.000000000,2020-01-09 01:00:00
3956,ARD,Inas Nacht  D,Late-Night-Show,Unterhaltung,Sa,01.08.,2020-01-08 23:40:00,0 days 01:00:00.000000000,2020-01-09 00:40:00
3957,RTL,Sascha Grammel live! Ich find's lustig  D,Comedy,Unterhaltung,Sa,01.08.,2020-01-08 23:45:00,0 days 01:30:00.000000000,2020-01-09 01:15:00
3958,3SAT,Sepultura & Les Tambours du Bronx: Alive at Rock in Rio  Bras. 2013,Konzert,Unterhaltung,Sa,01.08.,2020-01-08 23:45:00,0 days 00:45:00.000000000,2020-01-09 00:30:00
3959,2NEO,Presidio  USA 1988,Actionkrimi,Spielfilm,Sa,01.08.,2020-01-08 23:45:00,0 days 01:30:00.000000000,2020-01-09 01:15:00
3960,RTL-N,Anwälte der Toten – Rechtsmediziner decken auf  D,Doku-Fiktion,Report,Sa,01.08.,2020-01-08 23:45:00,0 days 00:50:00.000000000,2020-01-09 00:35:00
3961,ARTE,Simon & Garfunkel: Traumwandler des Pop  USA 2011,Doku,Unterhaltung,Sa,01.08.,2020-01-08 23:50:00,0 days 00:55:00.000000000,2020-01-09 00:45:00
3962,SAT1G,Kommissar Rex  D/A 2000,Krimiserie,Serie,Sa,01.08.,2020-01-08 23:50:00,0 days 00:50:00.000000000,2020-01-09 00:40:00
3963,PRO7M,Locker Room – Das US-Sport-Magazin  D,Sportmagazin,Sport,Sa,01.08.,2020-01-08 23:50:00,0 days 01:00:00.000000000,2020-01-09 00:50:00
3964,CC,Ugly Americans  USA 2010,Zeichentrickserie,Serie,Sa,01.08.,2020-01-08 23:53:00,0 days 00:21:00.000000000,2020-01-09 00:14:00
3965,SIXX,Das Böse im Blick – Augenzeuge Kamera  GB/Kan. 2018,Dokuserie,Report,So,02.08.,2020-02-08 00:00:00,0 days 00:55:00.000000000,2020-02-08 00:55:00
3966,K1,Bosch  USA 2015,Krimiserie,Serie,So,02.08.,2020-02-08 00:05:00,0 days 00:55:00.000000000,2020-02-08 01:00:00
3967,CC,Ugly Americans  USA 2010,Zeichentrickserie,Serie,So,02.08.,2020-02-08 00:14:00,0 days 00:27:00.000000000,2020-02-08 00:41:00
3968,RTL2,Exklusiv – die Reportage  D 2008,Gesellschaftsreport,Report,So,02.08.,2020-02-08 00:15:00,0 days 00:55:00.000000000,2020-02-08 01:10:00
3969,TELE5,The Watcher – Willkommen im Motor Way Motel  USA/Kan. 2018,,Spielfilm,So,02.08.,2020-02-08 00:15:00,0 days 01:50:00.000000000,2020-02-08 02:05:00
3970,DMAX,Expedition Unknown – Mythen auf der Spur  USA,Reportagereihe,Report,So,02.08.,2020-02-08 00:15:00,0 days 00:55:00.000000000,2020-02-08 01:10:00
3971,RTLPL,Law & Order  USA 2009,Krimiserie,Serie,So,02.08.,2020-02-08 00:20:00,0 days 00:40:00.000000000,2020-02-08 01:00:00
3972,ZDF,heute Xpress,Nachrichten,,So,02.08.,2020-02-08 00:30:00,0 days 00:05:00.000000000,2020-02-08 00:35:00
3973,PRO7,Blind Side – Die große Chance  USA 2009,Drama,Spielfilm,So,02.08.,2020-02-08 00:30:00,0 days 02:15:00.000000000,2020-02-08 02:45:00
3974,3SAT,Black Sabbath – The End of the End  AUS 2017,Doku,Spielfilm,So,02.08.,2020-02-08 00:30:00,0 days 01:35:00.000000000,2020-02-08 02:05:00
